0,111
0,1025
0,10133
0,1025
0,1018
0,09883
0,09786
0,097
0,09756
0,0964
0,09646
0,09608
0,09623
0,09743
0,09733
0,09725
0,09724
0,09728
0,09758
0,09825
0,09814
0,09768
0,09835
0,09875
0,09868
0,09869
0,09804
0,09768
0,09817
0,09803
0,09803
0,09841
0,09836
0,09888
0,09937
0,09964
0,09941
0,09913
0,09939
0,09963
0,09988
0,09981
0,09965
0,10016
0,1002
0,10011
0,09985
0,09971
0,09941
0,0996
0,09959
0,09946
0,09966
0,09963
0,09976
0,09973
0,09965
0,09988
0,0998
0,09972
0,09987
0,09974
0,09975
0,10002
0,10025
0,10018
0,10034
0,10052
0,10061
0,1008
0,10104
0,10097
0,1008
0,10072
0,10099
0,1008
0,10084
0,10072
0,10039
0,10031
0,10043
0,10026
0,10027
0,10023
0,10015
0,10015
0,10012
0,10024
0,1003
0,10022
0,10039
0,1004
0,10046
0,1005
0,10043
0,1005
0,10036
0,10038
0,10019
0,10013
0,10022
0,10024
0,10022
0,10036
0,10023
0,10027
0,10023
0,10033
0,10024
0,10029
0,10037
0,10036
0,10038
0,10039
0,10025
0,10017
0,1002
0,1002
0,10014
0,10013
0,10011
0,09999
0,09996
0,09992
0,09974
0,0998
0,09983
0,09986
0,0998
0,09995
0,09997
0,0999
0,09995
0,1
0,09996
0,09985
0,09998
0,09997
0,09988
0,09984
0,09977
0,0998
0,0998
0,0997
0,09965
0,09966
0,09971
0,09968
0,09966
0,09963
0,09958
0,09953
0,09958
0,09957
0,09956
0,09964
0,09958
0,09962
0,0995
0,09938
0,09933
0,09928
0,09918
0,09927
0,09935
0,0994
0,0995
0,0994
0,09943
0,09938
0,0994
0,09944
0,09937
0,09936
0,09941
0,09942
0,09948
0,09948
0,09951
0,09953
0,09937
0,09928
0,09922
0,09921
0,09922
0,09924
0,09924
0,09926
0,09925
0,09926
0,0993
0,0993
0,0993
0,09931
0,09926
0,09922
0,09919
0,09911
0,09907
0,09912
0,09914
0,09916
0,09908
0,09905
0,09907
0,0991
0,09916
0,0992
0,09913
0,09911
0,09917
0,09917
0,09916
0,09918
0,0992
0,0993
0,09928
0,09932
0,0994
0,09933
0,09934
0,09937
0,09936
0,09939
0,09946
0,09945
0,09949
0,09948
0,09938
0,09927
0,09931
0,09927
0,09929
0,09936
0,09936
0,09935
0,09932
0,09929
0,09925
0,09917
0,09917
0,09917
0,09912
0,09915
0,09913
0,09918
0,09918
0,09915
0,09913
0,0991
0,09913
0,09912
0,09915
0,09915
0,09918
0,09919
0,09917
0,09914
0,09905
0,09912
0,09915
0,09916
0,09916
0,09918
0,09917
0,09914
0,09914
0,09908
0,09909
0,09907
0,09903
0,09895
0,09891
0,09885
0,0989
0,09892
0,09889
0,09888
0,09894
0,09895
0,09896
0,09892
0,09888
0,09882
0,09881
0,09879
0,09876
0,09877
0,09878
0,09882
0,09882
0,09881
0,09883
0,09879
0,09876
0,09878
0,09881
0,09879
0,09885
0,09885
0,09888
0,09883
0,09885
0,09884
0,09882
0,09876
0,09877
0,09878
0,09881
0,0988
0,09884
0,0988
0,09879
0,09881
0,09885
0,09882
0,0988
0,09877
0,09887
0,09892
0,09887
0,09887
0,09887
0,09883
0,09882
0,09883
0,0988
0,09879
0,09879
0,09882
0,0988
0,09875
0,09877
0,09875
0,09876
0,09874
0,09875
0,09874
0,09877
0,09881
0,09882
0,09885
0,0988
0,09878
0,0988
0,0988
0,09875
0,09881
0,09882
0,09884
0,09883
0,0988
0,09878
0,09879
0,09883
0,09882
0,09883
0,09882
0,09882
0,09879
0,09876
0,09879
0,09884
0,09879
0,09876
0,09879
0,09877
0,09877
0,09881
0,09881
0,09882
0,09877
0,09878
0,09876
0,09874
0,09877
0,09874
0,09876
0,09879
0,09876
0,09875
0,09874
0,09875
0,09877
0,09871
0,09872
0,09876
0,09875
0,09872
0,09871
0,09871
0,09875
0,09872
0,09875
0,0988
0,09884
0,09887
0,09887
0,09887
0,09888
0,09885
0,09885
0,09888
0,09886
0,09887
0,09884
0,09885
0,09884
0,09884
0,09886
0,09884
0,09888
0,09887
0,09886
0,09889
0,09893
0,09897
0,09899
0,09897
0,09898
0,09898
0,09899
0,09905
0,09906
0,09908
0,09909
0,09908
0,09908
0,09906
0,09907
0,09907
0,0991
0,09913
0,09913
0,09908
0,09906
0,09905
0,09905
0,09909
0,09908
0,09908
0,09909
0,09911
0,09912
0,09909
0,09911
0,09909
0,09909
0,09908
0,0991
0,09908
0,09909
0,09907
0,09909
0,09906
0,09906
0,09907
0,09908
0,09907
0,09909
0,09915
0,09913
0,09913
0,09911
0,09909
0,09911
0,09909
0,09911
0,09913
0,09914
0,09917
0,09917
0,09917
0,0992
0,09919
0,0992
0,0992
0,0992
0,09923
0,09924
0,09925
0,09929
0,09931
0,09931
0,0993
0,09927
0,0993
0,09929
0,0993
0,09932
0,09931
0,09931
0,09931
0,09928
0,09928
0,0993
0,09928
0,09928
0,09926
0,09924
0,09924
0,09926
0,09928
0,09927
0,09928
0,09927
0,09928
0,09926
0,09924
0,09923
0,0992
0,09921
0,09922
0,09922
0,0992
0,0992
0,09917
0,09916
0,09913
0,09913
0,09914
0,09916
0,09916
0,09913
0,09915
0,09918
0,09916
0,09916
0,09916
0,09917
0,09918
0,09918
0,0992
0,09921
0,09921
0,09923
0,09924
0,09927
0,09927
0,09929
0,09929
0,0993
0,09931
0,09929
0,09932
0,0993
0,09931
0,09929
0,09928
0,09927
0,09928
0,0993
0,09932
0,09933
0,09937
0,09936
0,09934
0,09933
0,09934
0,09935
0,09935
0,09935
0,09935
0,09934
0,09934
0,09934
0,09936
0,09934
0,09933
0,09933
0,09932
0,09932
0,09928
0,09929
0,09927
0,09927
0,09928
0,09928
0,09927
0,09926
0,09926
0,09924
0,09925
0,09924
0,09921
0,09922
0,0992
0,09919
0,0992
0,09921
0,09922
0,09922
0,09924
0,09926
0,09925
0,09928
0,09928
0,0993
0,09929
0,09927
0,09926
0,0993
0,09934
0,09933
0,09933
0,09932
0,09932
0,0993
0,0993
0,09931
0,09934
0,09935
0,09936
0,09932
0,09931
0,09928
0,09928
0,09927
0,09926
0,09928
0,09926
0,09927
0,09926
0,09924
0,09924
0,0992
0,09917
0,09918
0,09917
0,09919
0,09922
0,09923
0,09924
0,09924
0,09926
0,09925
0,09924
0,09926
0,09927
0,09925
0,09923
0,09922
0,09922
0,09922
0,09922
0,09921
0,09923
0,09922
0,09922
0,09922
0,09925
0,09926
0,09925
0,09926
0,09926
0,09923
0,09924
0,09925
0,09923
0,09923
0,09922
0,09922
0,09922
0,09919
0,09917
0,09918
0,09917
0,09917
0,09916
0,09915
0,09913
0,09915
0,09916
0,09916
0,09918
0,09919
0,09919
0,09917
0,09915
0,09916
0,09916
0,09915
0,09916
0,09918
0,09918
0,09918
0,09919
0,09918
0,09919
0,09915
0,09913
0,09914
0,09914
0,09915
0,09913
0,09913
0,09916
0,09915
0,09914
0,09915
0,09913
0,09913
0,0991
0,09912
0,09911
0,09909
0,09908
0,09909
0,09911
0,09911
0,09911
0,0991
0,0991
0,09911
0,0991
0,09911
0,09912
0,09914
0,09915
0,09915
0,09915
0,09913
0,09914
0,09912
0,09914
0,09914
0,09915
0,09914
0,09915
0,09916
0,09917
0,09918
0,09917
0,09917
0,09918
0,0992
0,09919
0,09921
0,09921
0,09923
0,09922
0,0992
0,0992
0,0992
0,0992
0,09919
0,09919
0,09917
0,09917
0,09917
0,09918
0,09918
0,09916
0,09914
0,09914
0,09913
0,09913
0,09913
0,09913
0,09915
0,09917
0,09915
0,09916
0,09917
0,09918
0,09918
0,09916
0,09916
0,09916
0,09916
0,09916
0,09917
0,09917
0,09917
0,09918
0,09918
0,09918
0,09918
0,09919
0,0992
0,09921
0,0992
0,09918
0,09917
0,09918
0,09918
0,09917
0,09919
0,0992
0,0992
0,0992
0,09918
0,09917
0,09916
0,09917
0,09916
0,09915
0,09914
0,09913
0,09914
0,09913
0,09914
0,09912
0,09913
0,09913
0,09915
0,09916
0,09915
0,09917
0,09916
0,09916
0,09917
0,09915
0,09914
0,09914
0,09914
0,09914
0,09915
0,09917
0,09916
0,09916
0,09917
0,09917
0,09916
0,09919
0,0992
0,0992
0,0992
0,0992
0,0992
0,0992
0,0992
0,09921
0,09922
0,09923
0,09924
0,09921
0,09923
0,09923
0,09923
0,09924
0,09923
0,09922
0,09923
0,09923
0,09925
0,09924
0,09924
0,09923
0,09924
0,09925
0,09923
0,09923
0,09924
0,09923
0,09924
0,09924
0,09921
0,0992
0,09921
0,09921
0,09923
0,09924
0,09925
0,09926
0,09926
0,09925
0,09924
0,09923
0,09924
0,09924
0,09925
0,09926
0,09926
0,09926
0,09926
0,09926
0,09927
0,09927
0,09928
0,09927
0,09928
0,09928
0,09928
0,0993
0,09931
0,0993
0,0993
0,09931
0,09931
0,09931
0,09933
0,09933
0,09934
0,09934
0,09935
0,09936
0,09936
0,09936
0,09936
0,09936
0,09937
0,09935
0,09935
0,09934
0,09933
0,09931
0,09931
0,09932
0,09933
0,09931
0,09928
0,09928
0,09927
0,09928
0,0993
0,09928
0,09928
0,09929
0,09929
0,09928
0,09928
0,0993
0,09929
0,09929
0,09931
0,09931
0,09932
0,09933
0,09934
0,09935
0,09934
0,09934
0,09936
0,09936
0,09936
0,09935
0,09934
0,09935
0,09935
0,09937
0,09937
0,09936
0,09936
0,09936
0,09935
0,09937
0,09937
0,09938
0,09938
0,09939
0,09938
0,09939
0,09939
0,09937
0,09937
0,09936
0,09937
0,09937
0,09936
0,09937
0,09937
0,09937
0,09935
0,09936
0,09935
0,09933
0,09934
0,09932
0,09932
0,09932
0,09932
0,09931
0,09933
0,09931
0,09931
0,09929
0,09929
0,09929
0,09929
0,09928
0,09928
0,09929
0,09929
0,09929
0,09928
0,09927
0,09928
0,09926
0,09924
0,09923
0,09923
0,09923
0,09922
0,09921
0,09921
0,09923
0,09923
0,09922
0,09921
